"Site_ID","Date","Flow_L","TSS_mgL","TP_mgL","DOP_mgL","NO2.NO3_mgL","NH3_mgL","TKN_mgL","Chloride_mgL","Year","PP_mgL","Month","Season","Type"
"NO1W-TN",2014-07-03,1247.496,16.5,0.016,0.014,21.15,0.08,2,207,"2014",0.002,7,"Early Summer","Tile"
"NO1W-TN",2014-07-04,1252.0272,16.5,0.016,0.014,21.15,0.08,2,207,"2014",0.002,7,"Early Summer","Tile"
"NO1W-TN",2014-07-05,1152.624,12.010687960688,0.0135826781326781,0.0122733415233415,21.1154668304668,0.08,1.79280098280098,189.042751842752,"2014",0.00130933660933661,7,"Early Summer","Tile"
"NO1W-TN",2014-07-06,5635.3968,9.73428312980552,0.0122047590331172,0.0115,20.9996180712599,0.08,1.70885722900648,180.970475903312,"2014",0.000704759033117241,7,"Early Summer","Tile"
"NO1W-TN",2014-10-01,3.9648,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-04,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-06,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-10,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-13,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-16,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-21,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-10-26,15.576,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,10,"Fall","Tile"
"NO1W-TN",2014-11-02,14.4432,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,11,"Early Winter","Tile"
"NO1W-TN",2014-11-21,25.7712,42,0.063,0.0025,52.7,0.08,2.6,273,"2014",0.0605,11,"Early Winter","Tile"
"NO1W-TN",2015-05-15,20.3904,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-16,16.1424,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-17,23.7888,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-18,124.608,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-19,84.3936,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-20,78.7296,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-21,66.2688,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-22,44.4624,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-23,46.1616,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-24,43.0464,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-25,42.1968,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-26,18.6912,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-27,38.232,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-28,40.2144,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-29,76.1808,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-30,79.5792,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-05-31,69.9504,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,5,"Spring","Tile"
"NO1W-TN",2015-06-01,62.304,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-02,56.3568,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-03,547.992,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-04,385.4352,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-05,220.896,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-06,781.9152,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-07,1980.7008,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-08,852.1488,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-09,506.928,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-10,260.8272,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-11,175.3008,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-12,120.0768,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-13,92.3232,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-14,127.1568,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-15,263.376,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-16,194.2752,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-17,355.6992,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-18,204.1872,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-19,163.9728,42,0.063,0.0025,52.7,0.08,2.6,273,"2015",0.0605,6,"Early Summer","Tile"
"NO1W-TN",2015-06-20,201.072,16.6704225352113,0.0384619718309859,0.0025,40.7476056338028,0.08,1.96676056338028,169.307042253521,"2015",0.0359619718309859,6,"Early Summer","Tile"
"NO1W-TN",2015-06-21,229.9584,10,0.032,0.0025,37.6,0.08,1.8,142,"2015",0.0295,6,"Early Summer","Tile"
"NO1W-TN",2015-06-22,5239.7664,10,0.032,0.0025,37.6,0.08,1.8,142,"2015",0.0295,6,"Early Summer","Tile"
"NO1W-TN",2015-06-23,2576.5536,10,0.032,0.0025,37.6,0.08,1.8,142,"2015",0.0295,6,"Early Summer","Tile"
"NO1W-TN",2015-06-24,2347.728,10,0.032,0.0025,37.6,0.08,1.8,142,"2015",0.0295,6,"Early Summer","Tile"
"NO1W-TN",2015-06-25,3935.064,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,6,"Early Summer","Tile"
"NO1W-TN",2015-06-26,1585.3536,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,6,"Early Summer","Tile"
"NO1W-TN",2015-06-27,704.3184,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,6,"Early Summer","Tile"
"NO1W-TN",2015-06-28,453.4032,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,6,"Early Summer","Tile"
"NO1W-TN",2015-06-29,212.9664,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,6,"Early Summer","Tile"
"NO1W-TN",2015-06-30,120.36,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,6,"Early Summer","Tile"
"NO1W-TN",2015-07-01,83.8272,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-02,65.136,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-03,45.5952,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-04,45.8784,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-05,27.4704,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-06,20.6736,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-07,24.072,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-07-08,16.1424,4,0.023,0.014,34.6,0.08,1.7,143,"2015",0.009,7,"Early Summer","Tile"
"NO1W-TN",2015-11-22,0.014276035617499,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-23,0.0178450445218738,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-24,0.0214140534262485,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-25,0.0535351335656214,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-27,0.0642421602787456,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-28,0.0392590979481223,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-29,0.0285520712349981,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-11-30,0.0178450445218738,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,11,"Early Winter","Tile"
"NO1W-TN",2015-12-01,0.014276035617499,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-03,0.0178450445218738,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-05,0.0214140534262485,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-06,0.0214140534262485,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-07,0.0713801780874952,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-08,0.0499661246612466,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-15,0.538920344560588,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-16,0.135622338366241,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-23,0.421143050716221,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-24,0.0571041424699961,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-25,0.0214140534262485,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-26,0.0285520712349981,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-28,0.0678111691831204,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-29,0.0214140534262485,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2015-12-30,0.0178450445218738,23,0.023,0.006,3.34,0.23,1,65.4,"2015",0.017,12,"Early Winter","Tile"
"NO1W-TN",2016-01-01,0.0214140534262485,23,0.023,0.006,3.34,0.23,1,65.4,"2016",0.017,1,"Early Winter","Tile"
"NO1W-TN",2016-01-02,0.00713801780874952,23,0.023,0.006,3.34,0.23,1,65.4,"2016",0.017,1,"Early Winter","Tile"
"NO1W-TN",2016-03-28,1.06713366240805,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,3,"Late Winter","Tile"
"NO1W-TN",2016-03-29,0.310503774680604,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,3,"Late Winter","Tile"
"NO1W-TN",2016-03-30,0.463971157568719,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,3,"Late Winter","Tile"
"NO1W-TN",2016-03-31,0.303365756871854,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,3,"Late Winter","Tile"
"NO1W-TN",2016-04-01,0.21770954316686,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-02,0.153467382888115,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-03,0.199864498644986,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-04,0.174881436314363,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-05,0.21770954316686,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-06,0.114208284939992,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-07,0.174881436314363,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-08,0.146329365079365,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-09,0.164174409601239,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-10,0.128484320557491,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-11,0.124915311653117,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-12,0.135622338366241,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-13,0.0856562137049942,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-14,0.231985578784359,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-15,0.121346302748742,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-16,0.0999322493224932,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-17,0.089225222609369,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-18,0.14276035617499,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-19,0.117777293844367,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-20,0.0606731513743709,1,0.024,0.014,7.83,0.08,0.8,48,"2016",0.01,4,"Spring","Tile"
"NO1W-TN",2016-04-21,0.228416569879985,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-22,0.0999322493224932,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-23,0.139191347270616,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-24,0.128484320557491,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-26,0.836725961244575,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-27,0.895821234998064,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-28,0.81016502129307,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-29,0.688818718544328,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-04-30,0.535351335656214,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,4,"Spring","Tile"
"NO1W-TN",2016-05-01,0.645990611691831,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-02,0.449695121951219,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-03,7.6464,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-04,23.5056,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-05,31.152,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-06,6.7968,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-11,5.664,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-13,12.1776,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-14,10.1952,1,0.019,0.016,12.6,0.08,1,46,"2016",0.003,5,"Spring","Tile"
"NO1W-TN",2016-05-15,8.2128,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-16,9.0624,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-17,8.496,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-18,7.6464,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-19,7.08,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-20,6.2304,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-21,5.664,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-22,4.8144,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-23,3.9648,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-24,3.3984,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-26,5.3808,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-28,5.0976,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-29,5.9472,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-30,5.9472,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-05-31,15.576,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,5,"Spring","Tile"
"NO1W-TN",2016-06-01,11.328,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,6,"Early Summer","Tile"
"NO1W-TN",2016-06-02,23.7888,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,6,"Early Summer","Tile"
"NO1W-TN",2016-06-03,24.9216,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,6,"Early Summer","Tile"
"NO1W-TN",2016-06-04,22.9392,10,0.023,0.012,10.1,0.08,1.1,57.5,"2016",0.011,6,"Early Summer","Tile"
"NO1W-TN",2016-06-05,33.1344,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-06,19.2576,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-07,27.4704,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-08,15.8592,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-09,12.744,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-10,10.4784,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-11,7.9296,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-12,7.08,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-13,5.9472,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-14,5.664,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-06-16,5.0976,18,0.012,0.008,9.94,0.08,0.8,62.2,"2016",0.004,6,"Early Summer","Tile"
"NO1W-TN",2016-07-24,4.8144,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,7,"Early Summer","Tile"
"NO1W-TN",2016-07-25,4.248,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,7,"Early Summer","Tile"
"NO1W-TN",2016-07-26,3.6816,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,7,"Early Summer","Tile"
"NO1W-TN",2016-07-27,3.6816,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,7,"Early Summer","Tile"
"NO1W-TN",2016-07-29,5.0976,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,7,"Early Summer","Tile"
"NO1W-TN",2016-07-30,3.6816,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,7,"Early Summer","Tile"
"NO1W-TN",2016-08-01,3.9648,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,8,"Late Summer","Tile"
"NO1W-TN",2016-08-02,1.9824,1,0.018,0.005,4.76,0.08,0.7,35.9,"2016",0.013,8,"Late Summer","Tile"
"NO1W-TN",2016-08-04,4.248,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-05,7.3632,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-06,8.7792,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-07,8.496,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-08,8.496,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-09,7.3632,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-10,0.5664,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-11,5.9472,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-12,12.744,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-13,5.9472,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-14,5.664,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-15,8.496,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-16,9.0624,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-17,9.0624,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-18,9.0624,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-19,8.7792,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-20,8.7792,1.5,0.015,0.0115,5.19,0.08,0.55,38,"2016",0.0035,8,"Late Summer","Tile"
"NO1W-TN",2016-08-21,8.496,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-22,11.328,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-23,4.5312,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-24,6.5136,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-25,7.6464,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-26,5.3808,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-27,21.8064,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-28,283.7664,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-29,1173.2976,29,0.032,0.022,10.2,0.08,0.9,73,"2016",0.01,8,"Late Summer","Tile"
"NO1W-TN",2016-08-30,1244.664,24.8418657565415,0.0313346985210466,0.022498976109215,10.599180887372,0.08,0.966530147895336,75.9938566552901,"2016",0.00883572241183163,8,"Late Summer","Tile"
"NO1W-TN",2016-08-31,622.7568,4,0.028,0.025,12.6,0.08,1.3,91,"2016",0.003,8,"Late Summer","Tile"
